iso_code+A75300,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
AFG,Asia,Afghanistan,2/24/2020,39835428,5,5,,,,,0.126,0.126,,,,,,,,,,,,,
AFG,Asia,Afghanistan,2/25/2020,39835428,5,0,,,,,0.126,0,,,,,,,,,,,,,
AFG,Asia,Afghanistan,2/26/2020,39835428,5,0,,,,,0.126,0,,,,,,,,,,,,,
AFG,Asia,Afghanistan,2/27/2020,39835428,5,0,,,,,0.126,0,,,,,,,,,,,,,
AFG,Asia,Afghanistan,2/28/2020,39835428,5,0,,,,,0.126,0,,,,,,,,,,,,,
AFG,Asia,Afghanistan,2/29/2020,39835428,5,0,0.714,,,,0.126,0,0.018,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/1/2020,39835428,5,0,0.714,,,,0.126,0,0.018,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/2/2020,39835428,5,0,0,,,,0.126,0,0,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/3/2020,39835428,5,0,0,,,,0.126,0,0,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/4/2020,39835428,5,0,0,,,,0.126,0,0,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/5/2020,39835428,5,0,0,,,,0.126,0,0,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/6/2020,39835428,5,0,0,,,,0.126,0,0,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/7/2020,39835428,8,3,0.429,,,,0.201,0.075,0.011,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/8/2020,39835428,8,0,0.429,,,,0.201,0,0.011,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/9/2020,39835428,8,0,0.429,,,,0.201,0,0.011,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/10/2020,39835428,8,0,0.429,,,,0.201,0,0.011,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/11/2020,39835428,11,3,0.857,,,,0.276,0.075,0.022,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/12/2020,39835428,11,0,0.857,,,,0.276,0,0.022,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/13/2020,39835428,11,0,0.857,,,,0.276,0,0.022,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/14/2020,39835428,14,3,0.857,,,,0.351,0.075,0.022,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/15/2020,39835428,20,6,1.714,,,,0.502,0.151,0.043,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/16/2020,39835428,25,5,2.429,,,,0.628,0.126,0.061,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/17/2020,39835428,26,1,2.571,,,,0.653,0.025,0.065,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/18/2020,39835428,26,0,2.143,,,,0.653,0,0.054,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/19/2020,39835428,26,0,2.143,,,,0.653,0,0.054,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/20/2020,39835428,24,-2,1.857,,,,0.602,-0.05,0.047,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/21/2020,39835428,24,0,1.429,,,,0.602,0,0.036,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/22/2020,39835428,34,10,2,,,,0.854,0.251,0.05,,,,,,,,,,,,
AFG,Asia,Afghanistan,3/23/2020,39835428,40,6,2.143,1,1,0.143,1.004,0.151,0.054,0.025,0.025,0.004,,,,,,,,,
AFG,Asia,Afghanistan,3/24/2020,39835428,42,2,2.286,1,0,0.143,1.054,0.05,0.057,0.025,0,0.004,,,,,,,,,
AFG,Asia,Afghanistan,3/25/2020,39835428,74,32,6.857,1,0,0.143,1.858,0.803,0.172,0.025,0,0.004,,,,,,,,,
AFG,Asia,Afghanistan,3/26/2020,39835428,80,6,7.714,2,1,0.286,2.008,0.151,0.194,0.05,0.025,0.007,,,,,,,,,
AFG,Asia,Afghanistan,3/27/2020,39835428,91,11,9.571,2,0,0.286,2.284,0.276,0.24,0.05,0,0.007,,,,,,,,,
AFG,Asia,Afghanistan,3/28/2020,39835428,106,15,11.714,2,0,0.286,2.661,0.377,0.294,0.05,0,0.007,,,,,,,,,
AFG,Asia,Afghanistan,3/29/2020,39835428,114,8,11.429,4,2,0.571,2.862,0.201,0.287,0.1,0.05,0.014,1.51,,,,,,,,
AFG,Asia,Afghanistan,3/30/2020,39835428,114,0,10.571,4,0,0.429,2.862,0,0.265,0.1,0,0.011,1.51,,,,,,,,
AFG,Asia,Afghanistan,3/31/2020,39835428,166,52,17.714,4,0,0.429,4.167,1.305,0.445,0.1,0,0.011,1.52,,,,,,,,
AFG,Asia,Afghanistan,4/1/2020,39835428,192,26,16.857,4,0,0.429,4.82,0.653,0.423,0.1,0,0.011,1.51,,,,,,,,
AFG,Asia,Afghanistan,4/2/2020,39835428,235,43,22.143,4,0,0.286,5.899,1.079,0.556,0.1,0,0.007,1.51,,,,,,,,
AFG,Asia,Afghanistan,4/3/2020,39835428,269,34,25.429,5,1,0.429,6.753,0.854,0.638,0.126,0.025,0.011,1.5,,,,,,,,
AFG,Asia,Afghanistan,4/4/2020,39835428,270,1,23.429,5,0,0.429,6.778,0.025,0.588,0.126,0,0.011,1.49,,,,,,,,
AFG,Asia,Afghanistan,4/5/2020,39835428,299,29,26.429,7,2,0.429,7.506,0.728,0.663,0.176,0.05,0.011,1.49,,,,,,,,
AFG,Asia,Afghanistan,4/6/2020,39835428,337,38,31.857,7,0,0.429,8.46,0.954,0.8,0.176,0,0.011,1.49,,,,,,,,
AFG,Asia,Afghanistan,4/7/2020,39835428,367,30,28.714,11,4,1,9.213,0.753,0.721,0.276,0.1,0.025,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/8/2020,39835428,423,56,33,14,3,1.429,10.619,1.406,0.828,0.351,0.075,0.036,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/9/2020,39835428,444,21,29.857,15,1,1.571,11.146,0.527,0.75,0.377,0.025,0.039,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/10/2020,39835428,521,77,36,15,0,1.429,13.079,1.933,0.904,0.377,0,0.036,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/11/2020,39835428,521,0,35.857,15,0,1.429,13.079,0,0.9,0.377,0,0.036,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/12/2020,39835428,555,34,36.571,18,3,1.571,13.932,0.854,0.918,0.452,0.075,0.039,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/13/2020,39835428,607,52,38.571,19,1,1.714,15.238,1.305,0.968,0.477,0.025,0.043,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/14/2020,39835428,665,58,42.571,22,3,1.571,16.694,1.456,1.069,0.552,0.075,0.039,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/15/2020,39835428,770,105,49.571,25,3,1.571,19.33,2.636,1.244,0.628,0.075,0.039,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/16/2020,39835428,794,24,50,29,4,2,19.932,0.602,1.255,0.728,0.1,0.05,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/17/2020,39835428,845,51,46.286,30,1,2.143,21.212,1.28,1.162,0.753,0.025,0.054,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/18/2020,39835428,908,63,55.286,30,0,2.143,22.794,1.582,1.388,0.753,0,0.054,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/19/2020,39835428,933,25,54,30,0,1.714,23.421,0.628,1.356,0.753,0,0.043,1.47,,,,,,,,
AFG,Asia,Afghanistan,4/20/2020,39835428,996,63,55.571,33,3,2,25.003,1.582,1.395,0.828,0.075,0.05,1.48,,,,,,,,
AFG,Asia,Afghanistan,4/21/2020,39835428,1026,30,51.571,36,3,2,25.756,0.753,1.295,0.904,0.075,0.05,1.49,,,,,,,,
AFG,Asia,Afghanistan,4/22/2020,39835428,1092,66,46,36,0,1.571,27.413,1.657,1.155,0.904,0,0.039,1.5,,,,,,,,
AFG,Asia,Afghanistan,4/23/2020,39835428,1176,84,54.571,40,4,1.571,29.521,2.109,1.37,1.004,0.1,0.039,1.51,,,,,,,,
AFG,Asia,Afghanistan,4/24/2020,39835428,1226,50,54.429,40,0,1.429,30.777,1.255,1.366,1.004,0,0.036,1.53,,,,,,,,
AFG,Asia,Afghanistan,4/25/2020,39835428,1330,104,60.286,43,3,1.857,33.387,2.611,1.513,1.079,0.075,0.047,1.55,,,,,,,,
AFG,Asia,Afghanistan,4/26/2020,39835428,1463,133,75.714,49,6,2.714,36.726,3.339,1.901,1.23,0.151,0.068,1.56,,,,,,,,
AFG,Asia,Afghanistan,4/27/2020,39835428,1531,68,76.429,50,1,2.429,38.433,1.707,1.919,1.255,0.025,0.061,1.57,,,,,,,,
AFG,Asia,Afghanistan,4/28/2020,39835428,1703,172,96.714,60,10,3.429,42.751,4.318,2.428,1.506,0.251,0.086,1.58,,,,,,,,
AFG,Asia,Afghanistan,4/29/2020,39835428,1827,124,105,60,0,3.429,45.864,3.113,2.636,1.506,0,0.086,1.58,,,,,,,,
AFG,Asia,Afghanistan,4/30/2020,39835428,1827,0,93,60,0,2.857,45.864,0,2.335,1.506,0,0.072,1.59,,,,,,,,
AFG,Asia,Afghanistan,5/1/2020,39835428,2171,344,135,64,4,3.429,54.499,8.636,3.389,1.607,0.1,0.086,1.61,,,,,,,,
AFG,Asia,Afghanistan,5/2/2020,39835428,2469,298,162.714,72,8,4.143,61.98,7.481,4.085,1.807,0.201,0.104,1.61,,,,,,,,
AFG,Asia,Afghanistan,5/3/2020,39835428,2469,0,143.714,72,0,3.286,61.98,0,3.608,1.807,0,0.082,1.61,,,,,,,,
AFG,Asia,Afghanistan,5/4/2020,39835428,2469,0,134,72,0,3.143,61.98,0,3.364,1.807,0,0.079,1.61,,,,,,,,
AFG,Asia,Afghanistan,5/5/2020,39835428,2469,0,109.429,72,0,1.714,61.98,0,2.747,1.807,0,0.043,1.62,,,,,,,,
AFG,Asia,Afghanistan,5/6/2020,39835428,3224,755,199.571,95,23,5,80.933,18.953,5.01,2.385,0.577,0.126,1.65,,,,,,,,
AFG,Asia,Afghanistan,5/7/2020,39835428,3392,168,223.571,104,9,6.286,85.15,4.217,5.612,2.611,0.226,0.158,1.63,,,,,,,,
AFG,Asia,Afghanistan,5/8/2020,39835428,3563,171,198.857,105,1,5.857,89.443,4.293,4.992,2.636,0.025,0.147,1.61,,,,,,,,
AFG,Asia,Afghanistan,5/9/2020,39835428,3563,0,156.286,105,0,4.714,89.443,0,3.923,2.636,0,0.118,1.6,,,,,,,,
AFG,Asia,Afghanistan,5/10/2020,39835428,4402,839,276.143,119,14,6.714,110.505,21.062,6.932,2.987,0.351,0.169,1.6,,,,,,,,
AFG,Asia,Afghanistan,5/11/2020,39835428,4664,262,313.571,120,1,6.857,117.082,6.577,7.872,3.012,0.025,0.172,1.57,,,,,,,,
AFG,Asia,Afghanistan,5/12/2020,39835428,4967,303,356.857,127,7,7.857,124.688,7.606,8.958,3.188,0.176,0.197,1.54,,,,,,,,
AFG,Asia,Afghanistan,5/13/2020,39835428,4967,0,249,127,0,4.571,124.688,0,6.251,3.188,0,0.115,1.52,,,,,,,,
AFG,Asia,Afghanistan,5/14/2020,39835428,5339,372,278.143,136,9,4.571,134.026,9.338,6.982,3.414,0.226,0.115,1.51,,,,,,,,
AFG,Asia,Afghanistan,5/15/2020,39835428,6053,714,355.714,153,17,6.857,151.95,17.924,8.93,3.841,0.427,0.172,1.5,,,,,,,,
AFG,Asia,Afghanistan,5/16/2020,39835428,6402,349,405.571,168,15,9,160.711,8.761,10.181,4.217,0.377,0.226,1.47,,,,,,,,
AFG,Asia,Afghanistan,5/17/2020,39835428,6635,233,319,169,1,7.143,166.56,5.849,8.008,4.242,0.025,0.179,1.45,,,,,,,,
AFG,Asia,Afghanistan,5/18/2020,39835428,7072,437,344,173,4,7.571,177.53,10.97,8.636,4.343,0.1,0.19,1.44,,,,,,,,
AFG,Asia,Afghanistan,5/19/2020,39835428,7655,583,384,177,4,7.143,192.166,14.635,9.64,4.443,0.1,0.179,1.42,,,,,,,,
AFG,Asia,Afghanistan,5/20/2020,39835428,8145,490,454,187,10,8.571,204.466,12.301,11.397,4.694,0.251,0.215,1.41,,,,,,,,
AFG,Asia,Afghanistan,5/21/2020,39835428,8676,531,476.714,193,6,8.143,217.796,13.33,11.967,4.845,0.151,0.204,1.39,,,,,,,,
AFG,Asia,Afghanistan,5/22/2020,39835428,9216,540,451.857,205,12,7.429,231.352,13.556,11.343,5.146,0.301,0.186,1.37,,,,,,,,
AFG,Asia,Afghanistan,5/23/2020,39835428,9952,736,507.143,215,10,6.714,249.828,18.476,12.731,5.397,0.251,0.169,1.36,,,,,,,,
AFG,Asia,Afghanistan,5/24/2020,39835428,10668,716,576.143,222,7,7.571,267.802,17.974,14.463,5.573,0.176,0.19,1.34,,,,,,,,
AFG,Asia,Afghanistan,5/25/2020,39835428,11180,512,586.857,223,1,7.143,280.655,12.853,14.732,5.598,0.025,0.179,1.32,,,,,,,,
AFG,Asia,Afghanistan,5/26/2020,39835428,11917,737,608.857,224,1,6.714,299.156,18.501,15.284,5.623,0.025,0.169,1.3,,,,,,,,
AFG,Asia,Afghanistan,5/27/2020,39835428,12465,548,617.143,230,6,6.143,312.912,13.757,15.492,5.774,0.151,0.154,1.27,,,,,,,,
AFG,Asia,Afghanistan,5/28/2020,39835428,13102,637,632.286,239,9,6.571,328.903,15.991,15.872,6,0.226,0.165,1.26,,,,,,,,
AFG,Asia,Afghanistan,5/29/2020,39835428,13745,643,647,250,11,6.429,345.045,16.141,16.242,6.276,0.276,0.161,1.24,,,,,,,,
AFG,Asia,Afghanistan,5/30/2020,39835428,14529,784,653.857,252,2,5.286,364.726,19.681,16.414,6.326,0.05,0.133,1.23,,,,,,,,
AFG,Asia,Afghanistan,5/31/2020,39835428,15180,651,644.571,254,2,4.571,381.068,16.342,16.181,6.376,0.05,0.115,1.21,,,,,,,,
AFG,Asia,Afghanistan,6/1/2020,39835428,15836,656,665.143,269,15,6.571,397.536,16.468,16.697,6.753,0.377,0.165,1.19,,,,,,,,
AFG,Asia,Afghanistan,6/2/2020,39835428,16578,742,665.857,274,5,7.143,416.162,18.627,16.715,6.878,0.126,0.179,1.17,,,,,,,,
AFG,Asia,Afghanistan,6/3/2020,39835428,17353,775,698.286,298,24,9.714,435.617,19.455,17.529,7.481,0.602,0.244,1.16,,,,,,,,
AFG,Asia,Afghanistan,6/4/2020,39835428,17977,624,696.429,303,5,9.143,451.282,15.664,17.483,7.606,0.126,0.23,1.14,,,,,,,,
AFG,Asia,Afghanistan,6/5/2020,39835428,19055,1078,758.571,313,10,9,478.343,27.061,19.043,7.857,0.251,0.226,1.12,,,,,,,,
AFG,Asia,Afghanistan,6/6/2020,39835428,19637,582,729.714,331,18,11.286,492.953,14.61,18.318,8.309,0.452,0.283,1.1,,,,,,,,
AFG,Asia,Afghanistan,6/7/2020,39835428,20428,791,749.714,361,30,15.286,512.81,19.857,18.82,9.062,0.753,0.384,1.09,,,,,,,,
AFG,Asia,Afghanistan,6/8/2020,39835428,21003,575,738.143,373,12,14.857,527.244,14.434,18.53,9.364,0.301,0.373,1.07,,,,,,,,
AFG,Asia,Afghanistan,6/9/2020,39835428,21308,305,675.714,380,7,15.143,534.901,7.657,16.963,9.539,0.176,0.38,1.05,,,,,,,,
AFG,Asia,Afghanistan,6/10/2020,39835428,22228,920,696.429,409,29,15.857,557.996,23.095,17.483,10.267,0.728,0.398,1.04,,,,,,,,
AFG,Asia,Afghanistan,6/11/2020,39835428,22976,748,714.143,430,21,18.143,576.773,18.777,17.927,10.794,0.527,0.455,1.02,,,,,,,,
AFG,Asia,Afghanistan,6/12/2020,39835428,23632,656,653.857,450,20,19.571,593.241,16.468,16.414,11.296,0.502,0.491,1.01,,,,,,,,
AFG,Asia,Afghanistan,6/13/2020,39835428,24188,556,650.143,455,5,17.714,607.198,13.957,16.321,11.422,0.126,0.445,0.99,,,,,,,,
AFG,Asia,Afghanistan,6/14/2020,39835428,24852,664,632,475,20,16.286,623.867,16.669,15.865,11.924,0.502,0.409,0.98,,,,,,,,
AFG,Asia,Afghanistan,6/15/2020,39835428,25613,761,658.571,480,5,15.286,642.97,19.104,16.532,12.05,0.126,0.384,0.97,,,,,,,,
AFG,Asia,Afghanistan,6/16/2020,39835428,25719,106,630.143,488,8,15.429,645.631,2.661,15.819,12.25,0.201,0.387,0.95,,,,,,,,
AFG,Asia,Afghanistan,6/17/2020,39835428,26960,1241,676,508,20,14.143,676.784,31.153,16.97,12.752,0.502,0.355,0.94,,,,,,,,
AFG,Asia,Afghanistan,6/18/2020,39835428,27423,463,635.286,550,42,17.143,688.407,11.623,15.948,13.807,1.054,0.43,0.92,,,,,,,,
AFG,Asia,Afghanistan,6/19/2020,39835428,27964,541,618.857,552,2,14.571,701.988,13.581,15.535,13.857,0.05,0.366,0.9,,,,,,,,
AFG,Asia,Afghanistan,6/20/2020,39835428,28383,419,599.286,552,0,13.857,712.506,10.518,15.044,13.857,0,0.348,0.89,,,,,,,,
AFG,Asia,Afghanistan,6/21/2020,39835428,28919,536,581,585,33,15.714,725.962,13.455,14.585,14.685,0.828,0.394,0.87,,,,,,,,
AFG,Asia,Afghanistan,6/22/2020,39835428,29229,310,516.571,602,17,17.429,733.744,7.782,12.968,15.112,0.427,0.438,0.86,,,,,,,,
AFG,Asia,Afghanistan,6/23/2020,39835428,29567,338,549.714,622,20,19.143,742.229,8.485,13.8,15.614,0.502,0.481,0.85,,,,,,,,
AFG,Asia,Afghanistan,6/24/2020,39835428,29726,159,395.143,643,21,19.286,746.22,3.991,9.919,16.141,0.527,0.484,0.83,,,,,,,,
AFG,Asia,Afghanistan,6/25/2020,39835428,30261,535,405.429,679,36,18.429,759.65,13.43,10.178,17.045,0.904,0.463,0.83,,,,,,,,
AFG,Asia,Afghanistan,6/26/2020,39835428,30346,85,340.286,684,5,18.857,761.784,2.134,8.542,17.171,0.126,0.473,0.82,,,,,,,,
AFG,Asia,Afghanistan,6/27/2020,39835428,30702,356,331.286,707,23,22.143,770.721,8.937,8.316,17.748,0.577,0.556,0.82,,,,,,,,
AFG,Asia,Afghanistan,6/28/2020,39835428,31053,351,304.857,733,26,21.143,779.532,8.811,7.653,18.401,0.653,0.531,0.81,,,,,,,,
AFG,Asia,Afghanistan,6/29/2020,39835428,31324,271,299.286,737,4,19.286,786.335,6.803,7.513,18.501,0.1,0.484,0.81,,,,,,,,
AFG,Asia,Afghanistan,6/30/2020,39835428,31445,121,268.286,739,2,16.714,789.373,3.037,6.735,18.551,0.05,0.42,0.8,,,,,,,,
AFG,Asia,Afghanistan,7/1/2020,39835428,31848,403,303.143,778,39,19.286,799.489,10.117,7.61,19.53,0.979,0.484,0.8,,,,,,,,
AFG,Asia,Afghanistan,7/2/2020,39835428,32108,260,263.857,811,33,18.857,806.016,6.527,6.624,20.359,0.828,0.473,0.8,,,,,,,,
AFG,Asia,Afghanistan,7/3/2020,39835428,32410,302,294.857,823,12,19.857,813.597,7.581,7.402,20.66,0.301,0.498,0.8,,,,,,,,
AFG,Asia,Afghanistan,7/4/2020,39835428,32758,348,293.714,830,7,17.571,822.333,8.736,7.373,20.836,0.176,0.441,0.8,,,,,,,,
AFG,Asia,Afghanistan,7/5/2020,39835428,33037,279,283.429,868,38,19.286,829.337,7.004,7.115,21.79,0.954,0.484,0.79,,,,,,,,
AFG,Asia,Afghanistan,7/6/2020,39835428,33150,113,260.857,891,23,22,832.174,2.837,6.548,22.367,0.577,0.552,0.79,,,,,,,,
AFG,Asia,Afghanistan,7/7/2020,39835428,33470,320,289.286,924,33,26.429,840.207,8.033,7.262,23.195,0.828,0.663,0.79,,,,,,,,
AFG,Asia,Afghanistan,7/8/2020,39835428,33680,210,261.714,940,16,23.143,845.479,5.272,6.57,23.597,0.402,0.581,0.78,,,,,,,,
AFG,Asia,Afghanistan,7/9/2020,39835428,33739,59,233,941,1,18.571,846.96,1.481,5.849,23.622,0.025,0.466,0.78,,,,,,,,
AFG,Asia,Afghanistan,7/10/2020,39835428,34280,541,267.143,975,34,21.714,860.541,13.581,6.706,24.476,0.854,0.545,0.78,,,,,,,,
AFG,Asia,Afghanistan,7/11/2020,39835428,34437,157,239.857,979,4,21.286,864.482,3.941,6.021,24.576,0.1,0.534,0.77,,,,,,,,
AFG,Asia,Afghanistan,7/12/2020,39835428,34537,100,214.286,1014,35,20.857,866.992,2.51,5.379,25.455,0.879,0.524,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/13/2020,39835428,34541,4,198.714,1016,2,17.857,867.092,0.1,4.988,25.505,0.05,0.448,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/14/2020,39835428,34826,285,193.714,1049,33,17.857,874.247,7.154,4.863,26.333,0.828,0.448,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/15/2020,39835428,35026,200,192.286,1098,49,22.571,879.268,5.021,4.827,27.563,1.23,0.567,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/16/2020,39835428,35156,130,202.429,1117,19,25.143,882.531,3.263,5.082,28.04,0.477,0.631,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/17/2020,39835428,35315,159,147.857,1151,34,25.143,886.522,3.991,3.712,28.894,0.854,0.631,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/18/2020,39835428,35375,60,134,1151,0,24.571,888.029,1.506,3.364,28.894,0,0.617,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/19/2020,39835428,35561,186,146.286,1185,34,24.429,892.698,4.669,3.672,29.747,0.854,0.613,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/20/2020,39835428,35595,34,150.571,1187,2,24.429,893.551,0.854,3.78,29.798,0.05,0.613,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/21/2020,39835428,35701,106,125,1188,1,19.857,896.212,2.661,3.138,29.823,0.025,0.498,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/22/2020,39835428,35813,112,112.429,1194,6,13.714,899.024,2.812,2.822,29.973,0.151,0.344,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/23/2020,39835428,36001,188,120.714,1215,21,14,903.743,4.719,3.03,30.5,0.527,0.351,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/24/2020,39835428,36067,66,107.429,1229,14,11.143,905.4,1.657,2.697,30.852,0.351,0.28,0.75,,,,,,,,
AFG,Asia,Afghanistan,7/25/2020,39835428,36122,55,106.714,1250,21,14.143,906.781,1.381,2.679,31.379,0.527,0.355,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/26/2020,39835428,36243,121,97.429,1263,13,11.143,909.818,3.037,2.446,31.705,0.326,0.28,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/27/2020,39835428,36349,106,107.714,1273,10,12.286,912.479,2.661,2.704,31.956,0.251,0.308,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/28/2020,39835428,36454,105,107.571,1274,1,12.286,915.115,2.636,2.7,31.982,0.025,0.308,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/29/2020,39835428,36557,103,106.286,1275,1,11.571,917.701,2.586,2.668,32.007,0.025,0.29,0.76,,,,,,,,
AFG,Asia,Afghanistan,7/30/2020,39835428,36628,71,89.571,1275,0,8.571,919.483,1.782,2.249,32.007,0,0.215,0.77,,,,,,,,
AFG,Asia,Afghanistan,7/31/2020,39835428,36628,0,80.143,1275,0,6.571,919.483,0,2.012,32.007,0,0.165,0.77,,,,,,,,
AFG,Asia,Afghanistan,8/1/2020,39835428,36796,168,96.286,1287,12,5.286,923.7,4.217,2.417,32.308,0.301,0.133,0.78,,,,,,,,
AFG,Asia,Afghanistan,8/2/2020,39835428,36796,0,79,1287,0,3.429,923.7,0,1.983,32.308,0,0.086,0.78,,,,,,,,
AFG,Asia,Afghanistan,8/3/2020,39835428,36796,0,63.857,1287,0,2,923.7,0,1.603,32.308,0,0.05,0.78,,,,,,,,
AFG,Asia,Afghanistan,8/4/2020,39835428,36833,37,54.143,1292,5,2.571,924.629,0.929,1.359,32.433,0.126,0.065,0.79,,,,,,,,
AFG,Asia,Afghanistan,8/5/2020,39835428,36915,82,51.143,1298,6,3.286,926.688,2.058,1.284,32.584,0.151,0.082,0.81,,,,,,,,
AFG,Asia,Afghanistan,8/6/2020,39835428,36982,67,50.571,1302,4,3.857,928.37,1.682,1.27,32.684,0.1,0.097,0.82,,,,,,,,
AFG,Asia,Afghanistan,8/7/2020,39835428,37023,41,56.429,1302,0,3.857,929.399,1.029,1.417,32.684,0,0.097,0.83,,,,,,,,
AFG,Asia,Afghanistan,8/8/2020,39835428,37101,78,43.571,1311,9,3.429,931.357,1.958,1.094,32.91,0.226,0.086,0.85,,,,,,,,
AFG,Asia,Afghanistan,8/9/2020,39835428,37140,39,49.143,1316,5,4.143,932.336,0.979,1.234,33.036,0.126,0.104,0.86,,,,,,,,
AFG,Asia,Afghanistan,8/10/2020,39835428,37140,0,49.143,1316,0,4.143,932.336,0,1.234,33.036,0,0.104,0.87,,,,,,,,
AFG,Asia,Afghanistan,8/11/2020,39835428,37355,215,74.571,1348,32,8,937.733,5.397,1.872,33.839,0.803,0.201,0.89,,,,,,,,
AFG,Asia,Afghanistan,8/12/2020,39835428,37431,76,73.714,1358,10,8.571,939.641,1.908,1.85,34.09,0.251,0.215,0.89,,,,,,,,
AFG,Asia,Afghanistan,8/13/2020,39835428,37510,79,75.429,1367,9,9.286,941.624,1.983,1.894,34.316,0.226,0.233,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/14/2020,39835428,37517,7,70.571,1367,0,9.286,941.8,0.176,1.772,34.316,0,0.233,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/15/2020,39835428,37637,120,76.571,1374,7,9,944.812,3.012,1.922,34.492,0.176,0.226,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/16/2020,39835428,37682,45,77.429,1379,5,9,945.942,1.13,1.944,34.617,0.126,0.226,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/17/2020,39835428,37682,0,77.429,1379,0,9,945.942,0,1.944,34.617,0,0.226,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/18/2020,39835428,37685,3,47.143,1379,0,4.429,946.017,0.075,1.183,34.617,0,0.111,0.88,,,,,,,,
AFG,Asia,Afghanistan,8/19/2020,39835428,37685,0,36.286,1379,0,3,946.017,0,0.911,34.617,0,0.075,0.89,,,,,,,,
AFG,Asia,Afghanistan,8/20/2020,39835428,37845,160,47.857,1387,8,2.857,950.034,4.017,1.201,34.818,0.201,0.072,0.91,,,,,,,,
AFG,Asia,Afghanistan,8/21/2020,39835428,37942,97,60.714,1389,2,3.143,952.469,2.435,1.524,34.868,0.05,0.079,0.91,,,,,,,,
AFG,Asia,Afghanistan,8/22/2020,39835428,37980,38,49,1389,0,2.143,953.423,0.954,1.23,34.868,0,0.054,0.9,,,,,,,,
AFG,Asia,Afghanistan,8/23/2020,39835428,38039,59,51,1389,0,1.429,954.904,1.481,1.28,34.868,0,0.036,0.89,,,,,,,,
AFG,Asia,Afghanistan,8/24/2020,39835428,38085,46,57.571,1391,2,1.714,956.059,1.155,1.445,34.919,0.05,0.043,0.89,,,,,,,,
AFG,Asia,Afghanistan,8/25/2020,39835428,38156,71,67.286,1401,10,3.143,957.841,1.782,1.689,35.17,0.251,0.079,0.88,,,,,,,,
